UnitID;Institution Name;ANP ST-AWR grant or scholarship aid  2014-15;ANP ST-AWR grant or scholarship aid  2013-14;ANP ST-AWR grant or scholarship aid  2012-13;ANP (0-30000) ST-AWR TIV FFA  2014-15;ANP (30001-48000) ST-AWR TIV FFA  2014-15;ANP (48001-75000) ST-AWR TIV FFA  2014-15;ANP (75001-110000) ST-AWR TIV FFA  2014-15;ANP (over 110000) ST-AWR TIV FFA  2014-15;ANP (0-30000) ST-AWR TIV FFA  2013-14;ANP (30001-48000) ST-AWR TIV FFA  2013-14;ANP (48001-75000) ST-AWR TIV FFA  2013-14;ANP (75001-110000) ST-AWR TIV FFA  2013-14;ANP (over 110000) ST-AWR TIV FFA  2013-14;ANP (0-30000) ST-AWR TIV FFA  2012-13;ANP (30001-48000) ST-AWR TIV FFA  2012-13;ANP (48001-75000) ST-AWR TIV FFA  2012-13;ANP (75001-110000) ST-AWR TIV FFA  2012-13;ANP (over 110000) ST-AWR TIV FFA  2012-13
180203;Aaniiih Nakoda College;;;;;;;;;;;;;;;;;;
222178;Abilene Christian University;24594;23949;25143;19414;20967;22666;24493;28991;19356;19996;21339;24399;27895;20836;21230;22504;25333;27831
